epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
136,446.146,0.37705,0.2445,1.40487,0.98768,0.98954,0.99475,0.9134,0.46979,0.29359,1.91084,0.0006635,0.0006635,0.0006635
137,449.361,0.37282,0.24422,1.39658,1,0.96865,0.99164,0.90145,0.49386,0.30959,1.95724,0.0006536,0.0006536,0.0006536
138,452.561,0.36436,0.23886,1.34829,1,0.96865,0.99164,0.90145,0.49386,0.30959,1.95724,0.0006437,0.0006437,0.0006437
139,455.795,0.35878,0.24133,1.36448,0.99942,0.96914,0.99175,0.89574,0.50143,0.31463,1.96704,0.0006338,0.0006338,0.0006338
140,459.015,0.36263,0.25009,1.34999,1,0.97202,0.99383,0.9084,0.48303,0.31443,1.91262,0.0006239,0.0006239,0.0006239
141,462.237,0.34972,0.24326,1.30941,1,0.97202,0.99383,0.9084,0.48303,0.31443,1.91262,0.000614,0.000614,0.000614
142,465.48,0.35592,0.24842,1.30721,0.99983,0.97222,0.99185,0.91582,0.4656,0.31665,1.91139,0.0006041,0.0006041,0.0006041
143,468.713,0.37319,0.25501,1.37745,0.99903,0.97222,0.99187,0.91584,0.4656,0.31386,2.01149,0.0005942,0.0005942,0.0005942
144,471.929,0.3755,0.25191,1.43326,0.99903,0.97222,0.99187,0.91584,0.4656,0.31386,2.01149,0.0005843,0.0005843,0.0005843
145,475.134,0.35693,0.23889,1.37827,0.99277,0.97531,0.99184,0.91125,0.46964,0.31506,1.97046,0.0005744,0.0005744,0.0005744
146,478.351,0.35421,0.2429,1.3815,0.99277,0.97531,0.99184,0.91125,0.46964,0.31506,1.97046,0.0005645,0.0005645,0.0005645
147,481.57,0.36545,0.24496,1.32532,0.99075,0.97222,0.99025,0.91062,0.47644,0.32061,1.87901,0.0005546,0.0005546,0.0005546
148,484.806,0.37955,0.25009,1.31786,0.9833,0.96914,0.98986,0.90232,0.49777,0.33742,2.01031,0.0005447,0.0005447,0.0005447
149,488.013,0.3803,0.24817,1.38419,0.9833,0.96914,0.98986,0.90232,0.49777,0.33742,2.01031,0.0005348,0.0005348,0.0005348
150,491.25,0.3926,0.26029,1.46637,0.99792,0.96914,0.99038,0.90274,0.5036,0.334,2.07334,0.0005249,0.0005249,0.0005249
151,494.477,0.38779,0.25589,1.36656,0.99373,0.97774,0.99048,0.90575,0.4917,0.32677,1.98623,0.000515,0.000515,0.000515
152,497.703,0.36389,0.25613,1.39669,0.99373,0.97774,0.99048,0.90575,0.4917,0.32677,1.98623,0.0005051,0.0005051,0.0005051
153,500.901,0.36477,0.25641,1.37628,0.99317,0.9784,0.99064,0.90499,0.48074,0.3156,1.90694,0.0004952,0.0004952,0.0004952
154,504.103,0.35371,0.24964,1.30761,0.99317,0.9784,0.99064,0.90499,0.48074,0.3156,1.90694,0.0004853,0.0004853,0.0004853
155,507.327,0.35367,0.24692,1.33703,0.99039,0.9784,0.99196,0.90774,0.47982,0.31301,2.02226,0.0004754,0.0004754,0.0004754
156,510.596,0.35005,0.2425,1.31933,0.98754,0.97832,0.99189,0.9044,0.47897,0.31869,2.05617,0.0004655,0.0004655,0.0004655
157,513.822,0.35655,0.24372,1.37499,0.98754,0.97832,0.99189,0.9044,0.47897,0.31869,2.05617,0.0004556,0.0004556,0.0004556
158,517.042,0.35482,0.23933,1.38803,0.99655,0.96605,0.99036,0.90352,0.47941,0.31688,1.94698,0.0004457,0.0004457,0.0004457
159,520.278,0.34968,0.23695,1.3419,0.99335,0.96605,0.99025,0.90139,0.48689,0.32616,1.93291,0.0004358,0.0004358,0.0004358
160,523.497,0.3419,0.23177,1.30151,0.99335,0.96605,0.99025,0.90139,0.48689,0.32616,1.93291,0.0004259,0.0004259,0.0004259
161,526.71,0.33558,0.22842,1.25364,0.99056,0.97202,0.99013,0.90041,0.49866,0.33893,1.97564,0.000416,0.000416,0.000416
162,529.906,0.35122,0.24411,1.28899,0.99056,0.97202,0.99013,0.90041,0.49866,0.33893,1.97564,0.0004061,0.0004061,0.0004061
163,533.127,0.35792,0.24886,1.31516,0.98687,0.97531,0.98996,0.90045,0.4968,0.3417,1.98499,0.0003962,0.0003962,0.0003962
164,536.37,0.35352,0.24171,1.2516,0.98749,0.97478,0.99016,0.90492,0.49075,0.32765,1.96619,0.0003863,0.0003863,0.0003863
165,539.583,0.34517,0.23935,1.29486,0.98749,0.97478,0.99016,0.90492,0.49075,0.32765,1.96619,0.0003764,0.0003764,0.0003764
166,542.818,0.33333,0.23462,1.25764,0.99056,0.97123,0.99346,0.91713,0.47319,0.30628,1.94912,0.0003665,0.0003665,0.0003665
167,546.446,0.34849,0.23748,1.25527,0.99031,0.97531,0.99363,0.9174,0.46888,0.30096,1.94502,0.0003566,0.0003566,0.0003566
168,550.04,0.34154,0.24006,1.28868,0.99031,0.97531,0.99363,0.9174,0.46888,0.30096,1.94502,0.0003467,0.0003467,0.0003467
169,553.605,0.34331,0.23898,1.28979,0.99044,0.97531,0.99381,0.91477,0.4693,0.30103,1.94291,0.0003368,0.0003368,0.0003368
170,556.826,0.32865,0.22982,1.28596,0.99044,0.97531,0.99381,0.91477,0.4693,0.30103,1.94291,0.0003269,0.0003269,0.0003269
171,560.045,0.32961,0.22905,1.23674,0.98685,0.97531,0.99406,0.91082,0.47503,0.29989,1.94131,0.000317,0.000317,0.000317
172,563.28,0.32769,0.22633,1.26365,0.98451,0.98114,0.99406,0.9061,0.48553,0.30221,1.95303,0.0003071,0.0003071,0.0003071
173,566.499,0.32889,0.22811,1.2754,0.98451,0.98114,0.99406,0.9061,0.48553,0.30221,1.95303,0.0002972,0.0002972,0.0002972
174,569.743,0.32893,0.22415,1.2423,0.98715,0.9784,0.99429,0.90457,0.48543,0.30443,1.93843,0.0002873,0.0002873,0.0002873
175,572.968,0.31456,0.22087,1.2098,0.98706,0.9784,0.99435,0.90742,0.48236,0.29952,1.96821,0.0002774,0.0002774,0.0002774
176,576.196,0.33506,0.22821,1.26865,0.98706,0.9784,0.99435,0.90742,0.48236,0.29952,1.96821,0.0002675,0.0002675,0.0002675
177,579.496,0.3332,0.22916,1.29148,0.9872,0.9784,0.99441,0.9093,0.46804,0.2909,2.00475,0.0002576,0.0002576,0.0002576
178,582.7,0.33133,0.22564,1.28758,0.9872,0.9784,0.99441,0.9093,0.46804,0.2909,2.00475,0.0002477,0.0002477,0.0002477
179,585.935,0.32871,0.22304,1.27067,0.98903,0.97531,0.99433,0.91182,0.46126,0.28372,2.00803,0.0002378,0.0002378,0.0002378
180,589.154,0.3221,0.2137,1.26592,0.99336,0.97222,0.99439,0.91177,0.46371,0.28014,1.98208,0.0002279,0.0002279,0.0002279
