epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
131,180.079,0.32148,0.24589,1.14317,0.99685,0.97772,0.99392,0.89924,0.48032,0.30057,1.90457,0.000713,0.000713,0.000713
132,181.4,0.32938,0.24776,1.17316,0.99686,0.98057,0.99406,0.90299,0.48048,0.30683,1.79442,0.0007031,0.0007031,0.0007031
133,182.693,0.31246,0.24913,1.16212,0.99686,0.98057,0.99406,0.90299,0.48048,0.30683,1.79442,0.0006932,0.0006932,0.0006932
134,183.983,0.34865,0.26991,1.20312,0.99687,0.98145,0.99416,0.9073,0.46907,0.29943,1.75142,0.0006833,0.0006833,0.0006833
135,185.424,0.32149,0.25506,1.13323,1,0.97834,0.99384,0.90353,0.47829,0.29659,1.85264,0.0006734,0.0006734,0.0006734
136,186.726,0.34121,0.26033,1.18155,1,0.97834,0.99384,0.90353,0.47829,0.29659,1.85264,0.0006635,0.0006635,0.0006635
137,188.036,0.33587,0.24728,1.17128,1,0.97502,0.99342,0.904,0.48111,0.29723,1.90661,0.0006536,0.0006536,0.0006536
138,189.319,0.32342,0.24504,1.11026,1,0.97502,0.99342,0.904,0.48111,0.29723,1.90661,0.0006437,0.0006437,0.0006437
139,190.609,0.31356,0.24654,1.16877,1,0.975,0.99115,0.90238,0.48986,0.30328,1.91427,0.0006338,0.0006338,0.0006338
140,191.915,0.30889,0.24367,1.13675,0.99548,0.98148,0.99111,0.90466,0.46642,0.30296,1.77995,0.0006239,0.0006239,0.0006239
141,193.204,0.3204,0.25501,1.11337,0.99548,0.98148,0.99111,0.90466,0.46642,0.30296,1.77995,0.000614,0.000614,0.000614
142,194.498,0.32376,0.24374,1.14336,0.99685,0.978,0.99232,0.90593,0.47253,0.3032,1.73841,0.0006041,0.0006041,0.0006041
143,195.793,0.33608,0.25572,1.15398,0.99686,0.98102,0.99286,0.90377,0.46454,0.29433,1.75721,0.0005942,0.0005942,0.0005942
144,197.09,0.31465,0.24943,1.14266,0.99686,0.98102,0.99286,0.90377,0.46454,0.29433,1.75721,0.0005843,0.0005843,0.0005843
145,198.384,0.30152,0.24246,1.14011,0.9968,0.98148,0.99069,0.90442,0.45894,0.2921,1.74261,0.0005744,0.0005744,0.0005744
146,199.672,0.30574,0.25075,1.12503,0.9968,0.98148,0.99069,0.90442,0.45894,0.2921,1.74261,0.0005645,0.0005645,0.0005645
147,200.964,0.30528,0.24212,1.11921,0.99635,0.98148,0.99095,0.90221,0.46564,0.29843,1.73617,0.0005546,0.0005546,0.0005546
148,202.253,0.31017,0.24306,1.08317,0.99685,0.97739,0.99081,0.89534,0.49384,0.30866,1.79735,0.0005447,0.0005447,0.0005447
149,203.56,0.3018,0.2318,1.14866,0.99685,0.97739,0.99081,0.89534,0.49384,0.30866,1.79735,0.0005348,0.0005348,0.0005348
150,204.855,0.30523,0.23818,1.12065,0.99684,0.9735,0.99189,0.89674,0.48851,0.30766,1.78552,0.0005249,0.0005249,0.0005249
151,206.146,0.30224,0.23108,1.11435,0.99578,0.97222,0.99177,0.89841,0.47935,0.30361,1.74702,0.000515,0.000515,0.000515
152,207.44,0.30047,0.2358,1.12503,0.99578,0.97222,0.99177,0.89841,0.47935,0.30361,1.74702,0.0005051,0.0005051,0.0005051
153,208.738,0.3165,0.24294,1.10883,0.9937,0.97312,0.98996,0.89892,0.48713,0.30408,1.76397,0.0004952,0.0004952,0.0004952
154,210.025,0.30007,0.22514,1.07565,0.9937,0.97312,0.98996,0.89892,0.48713,0.30408,1.76397,0.0004853,0.0004853,0.0004853
155,211.342,0.30313,0.23239,1.09222,0.99671,0.97531,0.99186,0.89577,0.49661,0.30169,1.82566,0.0004754,0.0004754,0.0004754
156,212.654,0.29536,0.22866,1.1213,0.99602,0.97222,0.99238,0.89756,0.49181,0.29643,1.8663,0.0004655,0.0004655,0.0004655
157,213.941,0.29513,0.2265,1.12929,0.99602,0.97222,0.99238,0.89756,0.49181,0.29643,1.8663,0.0004556,0.0004556,0.0004556
158,215.236,0.30233,0.23706,1.14654,0.99057,0.97531,0.99339,0.89487,0.49461,0.29276,1.85751,0.0004457,0.0004457,0.0004457
159,216.53,0.30306,0.23616,1.16294,0.99255,0.97531,0.99374,0.89213,0.49842,0.2944,1.73576,0.0004358,0.0004358,0.0004358
160,217.828,0.30471,0.23249,1.09754,0.99255,0.97531,0.99374,0.89213,0.49842,0.2944,1.73576,0.0004259,0.0004259,0.0004259
